City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
317,sao filipe,14.8961,-24.4956,22.84,78,8,4.1,CV,1684205714
318,hovd,48.0056,91.6419,6.6,41,23,1.77,MN,1684205715
319,cukai,4.25,103.4167,30.97,64,71,1.32,MY,1684205715
320,tucupita,9.0622,-62.051,24.73,89,96,1.59,VE,1684205716
321,saldanha,-33.0117,17.9442,13.73,87,3,4.64,ZA,1684205716
322,batagay,67.6333,134.6333,6.1,49,100,3.31,RU,1684205716
323,bystryy istok,52.371,84.3873,13.33,51,100,5.18,RU,1684205717
324,mweka,-4.85,21.5667,20.6,94,62,0.67,CD,1684205717
325,campbell,38.9501,-84.3833,15.83,65,93,0.51,US,1684205717
326,husavik,66.0449,-17.3389,-1.72,68,60,2.0,IS,1684205717
327,vila franca do campo,37.7167,-25.4333,16.23,87,25,1.34,PT,1684205718
328,victoria,22.2855,114.1577,27.28,81,80,3.58,HK,1684205462
329,amambai,-23.1042,-55.2258,13.35,88,0,1.85,BR,1684205475
330,warrnambool,-38.3833,142.4833,12.11,54,98,5.69,AU,1684205616
331,pleasant point,-44.2667,171.1333,12.38,82,0,1.99,NZ,1684205719
332,vyshkovo,48.0491,23.4211,13.92,97,100,0.57,UA,1684205719
333,kununurra,-15.7667,128.7333,29.99,35,100,4.12,AU,1684205720
334,puerto berrio,6.4916,-74.4033,25.54,87,100,0.69,CO,1684205720
335,sisimiut,66.9395,-53.6735,0.2,66,100,3.94,GL,1684205720
336,half moon bay,37.4636,-122.4286,15.7,80,100,8.23,US,1684205720
337,chunoyar,57.4467,97.3217,7.56,36,100,2.33,RU,1684205720
338,sabha,27.0377,14.4283,18.11,35,6,4.94,LY,1684205721
339,chibombo,-14.6569,28.0706,13.92,70,37,2.25,ZM,1684205721
340,kaeo,-35.1,173.7833,18.21,66,55,2.86,NZ,1684205722
341,balkhash,46.844,74.9804,12.34,28,0,7.0,KZ,1684205722
342,shimanovsk,52.0,127.7,12.36,31,57,3.28,RU,1684205722
343,tinskoy,56.1525,96.9161,9.66,37,100,3.02,RU,1684205722
344,letlhakane,-21.4167,25.5833,15.29,80,13,5.08,BW,1684205723
345,bedford,52.1346,-0.4663,6.4,86,5,3.21,GB,1684205584
346,bartica,6.4,-58.6167,25.18,99,100,1.02,GY,1684205723
347,nanortalik,60.1432,-45.2371,2.11,80,100,4.24,GL,1684205724
348,udachnyy,66.4167,112.4,2.39,71,100,1.34,RU,1684205724
349,vostok,46.4856,135.8833,19.45,39,75,4.61,RU,1684205724
350,bireun,5.203,96.7009,29.93,65,95,1.26,ID,1684205725
351,elmadag,39.9208,33.2308,11.59,65,62,1.13,TR,1684205725
352,ostrovnoy,68.0531,39.5131,6.32,76,81,6.79,RU,1684205725
353,zhuzhou,27.8333,113.15,25.07,78,99,2.24,CN,1684205725
354,port-cartier,50.0334,-66.8654,8.82,79,34,2.79,CA,1684205725
355,zyryanka,65.75,150.85,10.06,40,0,7.71,RU,1684205726
356,san vicente,-26.6167,-54.1333,11.58,82,0,1.08,AR,1684205726
357,walvis bay,-22.9575,14.5053,11.53,100,1,0.51,NA,1684205726
358,hamilton,39.1834,-84.5333,16.38,81,100,0.0,US,1684205728
359,teahupoo,-17.8333,-149.2667,25.98,71,55,1.41,PF,1684205728
360,kyzyl-mazhalyk,51.1333,90.6,8.37,42,70,0.75,RU,1684205728
361,college,64.8569,-147.8028,15.01,32,75,6.69,US,1684205728
362,mehamn,71.0357,27.8492,8.97,76,20,3.6,NO,1684205729
363,tiznit,29.5833,-9.5,16.38,62,78,1.21,MA,1684205729
364,camrose,53.0168,-112.8353,25.74,55,1,3.41,CA,1684205524
365,polson,47.6936,-114.1632,16.66,75,29,0.86,US,1684205729
